query_id,gold_place_name,gold_district,hit_at_1,hit_at_3,hit_at_5,hit_at_10,best_hit_rank,recommended_top1,recommended_top3,reason_estimate
2026-04-17_16:00_강동구,고덕비즈밸리,강동구,False,False,False,False,,잠실(송파구청),잠실(송파구청); 강남; 서울역,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-17_16:35_강동구,고덕비즈밸리역 공사현장,강동구,False,False,False,False,,잠실(송파구청),잠실(송파구청); 강남; 서울역,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-19_14:40_노원구,불암산철쭉동산,노원구,False,False,False,False,,서울역,서울역; 잠실(송파구청); 노원,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-22_18:00_은평구,불광천,은평구,False,False,False,False,,홍대입구,홍대입구; 연신내; 서울역,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-24_14:45_성동구,아지오 성수점,성동구,False,False,False,False,,마장축산물시장,마장축산물시장; 성동용답상가시장; 송정벚꽃골목형상점가,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-24_16:50_성동구,금남시장,성동구,False,False,True,True,5,마장축산물시장,마장축산물시장; 성동용답상가시장; 송정벚꽃골목형상점가,자치구 일치 또는 생활권 인접 후보가 상위에 배치되어 hit
2026-04-25_09:00_서초구,잠수대교 남단,서초구,False,False,False,False,,신림,신림; 고속터미널; 서울대입구(관악구청),정답 장소가 raw 후보군에 없어 recall 한계
2026-04-25_11:40_중구,남대문시장,중구,True,True,True,True,1,남대문시장,남대문시장; 평화시장; 삼익패션타운,자치구 일치 또는 생활권 인접 후보가 상위에 배치되어 hit
2026-04-26_11:55_영등포구,광야홈리스복지센터,영등포구,False,False,False,False,,구립영등포노인종합복지관,구립영등포노인종합복지관; 용강 노인복지관; 사당어르신종합복지관,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-27_10:20_서초구,광수약국,서초구,False,False,False,False,,신림,신림; 고속터미널; 서울대입구(관악구청),정답 장소가 raw 후보군에 없어 recall 한계
2026-04-27_11:00_서초구,서울고속버스터미널 지하상가,서초구,False,False,False,False,,노량진수산시장골목형상점가,노량진수산시장골목형상점가; 천호로데오거리상점가; 남대문시장,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-29_10:50_성북구,장위14주택재개발구역,성북구,False,False,False,False,,신림,신림; 수유(강북구청); 잠실(송파구청),정답 장소가 raw 후보군에 없어 recall 한계
2026-04-29_12:00_성북구,정릉공영차고지,성북구,False,False,False,False,,서울역,서울역; 잠실(송파구청); 강남,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-30_05:00_양천구,신정차량사업소,양천구,False,False,False,False,,신림,신림; 구로디지털단지; 신도림,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-30_05:40_양천구,양천공영차고지,양천구,False,False,False,False,,양천어르신종합복지관,양천어르신종합복지관; 계남근린공원; 서서울호수공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-04-30_15:00_금천구,금천 현대시장,금천구,False,False,False,False,,대명여울빛거리시장,대명여울빛거리시장; 비단길현대시장; 법원단지길 상점가,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-01_14:00_마포구,여의도공원 10번 출구,마포구,False,False,False,False,,홍대입구,홍대입구; 용강 노인복지관; 월드컵공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-02_07:00_마포구,마포구 월드컵로 251,마포구,False,False,False,False,,월드컵공원,월드컵공원; 문화비축기지; 와우근린공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-02_10:00_동대문구,밥퍼나눔운동본부,동대문구,False,False,False,False,,서울시립동대문노인종합복지관,서울시립동대문노인종합복지관; 성수1가2동노인복지관 대현분소; 구립 자양노인복지관,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-03_08:30_용산구,효창운동장,용산구,False,False,False,False,,서울역,서울역; 신림; 용산,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-04_14:30_영등포구,한국거래소,영등포구,False,False,False,False,,영등포,영등포; 여의도; 구립영등포노인종합복지관,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-05_11:00_광진구,서울어린이대공원,광진구,True,True,True,True,1,어린이대공원,어린이대공원; 아차산공원; 봉은공원,자치구 일치 또는 생활권 인접 후보가 상위에 배치되어 hit
2026-05-05_13:00_송파구,잠실종합운동장,송파구,False,False,False,False,,장지근린공원,장지근린공원; 아시아근린공원; 오금근린공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-06_10:40_중구,장충체육관,중구,False,False,False,False,,약수노인복지관,약수노인복지관; 성수1가2동노인복지관 대현분소; 북가좌노인복지관,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-07_16:00_송파구,송파 거여새마을지구 공공재개발 현장,송파구,False,False,False,False,,잠실(송파구청),잠실(송파구청); 강남; 서울역,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-07_17:00_송파구,새마을전통시장,송파구,False,False,True,True,4,가락몰 골목형상점가,가락몰 골목형상점가; 방이시장; 풍납시장,자치구 일치 또는 생활권 인접 후보가 상위에 배치되어 hit
2026-05-08_15:00_강남구,개포우성7차아파트 1015~105동 사이,강남구,False,False,False,False,,강남,강남; 삼성(무역센터); 선릉,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-09_11:45_영등포구,샛강생태공원,영등포구,False,False,False,False,,신림,신림; 구로디지털단지; 영등포,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-09_13:30_영등포구,여의도공원 3동 무궁화화장실 앞,영등포구,False,False,False,False,,여의도근린공원,여의도근린공원; 선유도근린공원; 영등포근린공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-11_10:00_강서구,마곡 LG사이언스파크 ISC동,강서구,False,False,False,False,,서울식물원,서울식물원; 방화근린공원; 우장산근린공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-14_14:00_중구,투썸플레이스 정동길점,중구,False,False,False,False,,남대문시장,남대문시장; 평화시장; 삼익패션타운,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-15_14:40_중랑구,먹골역 7번출구 앞,중랑구,False,False,False,False,,서울역,서울역; 잠실(송파구청); 강남,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-16_10:00_송파구,잠실실내체육관,송파구,False,False,False,False,,장지근린공원,장지근린공원; 아시아근린공원; 오금근린공원,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-16_12:30_성동구,성수역 3번출구 앞,성동구,False,False,False,False,,마장축산물시장,마장축산물시장; 성동용답상가시장; 송정벚꽃골목형상점가,정답 장소가 raw 후보군에 없어 recall 한계
2026-05-16_18:40_종로구,황인재문,종로구,False,False,False,False,,낙산근린공원,낙산근린공원; 북악산도시자연공원; 종로노인종합복지관,정답 장소가 raw 후보군에 없어 recall 한계
