query_id,rank,recommended_place_name,recommended_district,recommended_place_type,final_score,composite_similarity,explanation
2026-03-26_16:15_관악구,2,녹두S밸리 골목형상점가,관악구,market,1.462689,0.86401,"이 장소는 관악구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-03-26_16:15_관악구,3,행운담길 골목형상점가,관악구,market,1.461666,0.86401,"이 장소는 관악구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-03-28_12:50_성동구,1,성수,성동구,subway,1.515016,0.767917,"이 장소는 성동구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-03-28_12:50_성동구,2,왕십리(성동구청),성동구,subway,1.167942,0.767917,"이 장소는 성동구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-03-30_11:00_동작구,1,노량진수산시장골목형상점가,동작구,market,1.434048,0.845849,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-03-30_11:00_동작구,2,이수미로 골목형상점가,동작구,market,1.402818,0.845849,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-03-30_11:00_동작구,3,숭실마루길 골목형상점가,동작구,market,1.3945,0.845849,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-03-31_11:30_동대문구,1,신림,관악구,subway,1.55061,0.4925,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-03-31_11:30_동대문구,2,잠실(송파구청),송파구,subway,1.400806,0.4925,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-03-31_11:30_동대문구,3,서울역,중구,subway,1.389098,0.4925,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-02_16:00_양천구,1,서울역,중구,subway,1.568918,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-02_16:00_양천구,2,잠실(송파구청),송파구,subway,1.565429,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-02_16:00_양천구,3,강남,강남구,subway,1.535021,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-04_10:00_노원구,1,노원,노원구,subway,1.223893,0.778921,"이 장소는 노원구 자치구 조건과 일치, subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-05_17:40_양천구,1,서울역,중구,subway,1.69206,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-05_17:40_양천구,2,잠실(송파구청),송파구,subway,1.688572,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-05_17:40_양천구,3,강남,강남구,subway,1.658163,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-06_16:30_강북구,1,강북북부골목시장,강북구,market,1.455828,0.846963,"이 장소는 강북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-06_16:30_강북구,2,미소상인회 골목형상점가,강북구,market,1.455114,0.846963,"이 장소는 강북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-06_16:30_강북구,3,오패산로 골목형상점가,강북구,market,1.4544,0.846963,"이 장소는 강북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-06_18:00_성북구,1,월곡달빛오거리골목형상점가,성북구,market,1.501535,0.847926,"이 장소는 성북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-06_18:00_성북구,2,석계음식문화거리,성북구,market,1.500924,0.847926,"이 장소는 성북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-06_18:00_성북구,3,종암북바위길골목형상점가,성북구,market,1.499799,0.847926,"이 장소는 성북구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_15:40_동작구,1,노량진수산시장골목형상점가,동작구,market,1.499629,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_15:40_동작구,2,이수미로 골목형상점가,동작구,market,1.46922,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_15:40_동작구,3,숭실마루길 골목형상점가,동작구,market,1.460903,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_16:40_동작구,1,노량진수산시장골목형상점가,동작구,market,1.499629,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_16:40_동작구,2,이수미로 골목형상점가,동작구,market,1.46922,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-07_16:40_동작구,3,숭실마루길 골목형상점가,동작구,market,1.460903,0.845064,"이 장소는 동작구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:00_서대문구,1,포방터시장,서대문구,market,1.492718,0.856273,"이 장소는 서대문구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:00_서대문구,2,영천시장,서대문구,market,1.490976,0.856273,"이 장소는 서대문구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:00_서대문구,3,남이동길골목형상점가,서대문구,market,1.490673,0.856273,"이 장소는 서대문구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:55_서대문구,1,서울역,중구,subway,1.713703,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:55_서대문구,2,잠실(송파구청),송파구,subway,1.710215,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-08_17:55_서대문구,3,강남,강남구,subway,1.679806,0.5975,"이 장소는 subway 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:00_중랑구,1,우림골목시장,중랑구,market,1.462536,0.846173,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:00_중랑구,2,동원전통종합시장,중랑구,market,1.460795,0.846173,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:00_중랑구,3,상봉먹자 골목형상점가,중랑구,market,1.458129,0.846173,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:50_중랑구,1,우림골목시장,중랑구,market,1.462536,0.845,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:50_중랑구,2,동원전통종합시장,중랑구,market,1.460795,0.845,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-09_15:50_중랑구,3,상봉먹자 골목형상점가,중랑구,market,1.458129,0.845,"이 장소는 중랑구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-15_10:55_종로구,1,동대문종합시장,종로구,market,1.549585,0.826005,"이 장소는 종로구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-15_10:55_종로구,2,광장전통시장,종로구,market,1.488146,0.826005,"이 장소는 종로구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-15_10:55_종로구,3,광장시장,종로구,market,1.4414,0.826005,"이 장소는 종로구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 입력 시간대의 유동·접촉 가능성이 높음, 목표 유권자 조건과 부합으로 평가되어 상위 추천에 배치되었다."
2026-04-17_07:30_송파구,1,가락몰 골목형상점가,송파구,market,1.446399,0.777907,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-17_07:30_송파구,2,방이시장,송파구,market,1.365027,0.777907,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-17_07:30_송파구,3,풍납시장,송파구,market,1.361025,0.777907,"이 장소는 송파구 자치구 조건과 일치, market 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 시장·상권 접촉에 적합으로 평가되어 상위 추천에 배치되었다."
2026-04-17_15:30_강동구,1,서울역,중구,subway,1.604489,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_15:30_강동구,2,잠실(송파구청),송파구,subway,1.601001,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_15:30_강동구,3,강남,강남구,subway,1.570592,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_16:00_강동구,1,서울역,중구,subway,1.626989,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_16:00_강동구,2,잠실(송파구청),송파구,subway,1.623501,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_16:00_강동구,3,강남,강남구,subway,1.593092,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
2026-04-17_16:35_강동구,1,서울역,중구,subway,1.590989,0.485,"이 장소는 subway 유형이 일정 문맥과 유사, 목표 유권자 조건과 부합, 후보 일정 profile과 유사한 장소 유형, 교통 접근성이 높은 후보지으로 평가되어 상위 추천에 배치되었다."
