gold_id,candidate_name,date,day_of_week,d_day,time,district,place_name,address,event_title,place_type,campaign_activity_type,online_offline,target_voter_group,context_tags,gold_label_0_3,gold_label_reason,use_for_place_recommendation,use_for_message_recommendation,source_image
OH_0022,오세훈,2026-05-02,토,D-32,09:30,성북구,상경청년 자취방,확인 필요,월세 대란 현장 상경청년 자취방 방문,정책현장,현장방문,offline,청년,manual_visual_review;address_review_required;정책현장;현장방문;성북구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0502.jpg
OH_0023,오세훈,2026-05-02,토,D-32,11:00,은평구,은평을 필승결의대회장,확인 필요,은평을 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;은평구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0502.jpg
OH_0024,오세훈,2026-05-02,토,D-32,14:00,강동구,강동구 필승결의대회장,확인 필요,강동구 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;강동구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0502.jpg
OH_0025,오세훈,2026-05-02,토,D-32,15:20,서초구,서초갑 필승결의대회장,확인 필요,서초갑 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;서초구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0502.jpg
OH_0026,오세훈,2026-05-02,토,D-32,16:30,마포구,마포구 필승결의대회장,확인 필요,마포구 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;마포구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0502.jpg
OH_0027,오세훈,2026-05-03,일,D-31,08:30,용산구,효창운동장,확인 필요,서울특별시장기 축구대회 개회식,체육시설,행사참석,offline,상인,manual_visual_review;address_review_required;체육시설;행사참석;용산구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0503.jpg
OH_0028,오세훈,2026-05-03,일,D-31,11:00,종로구,시민동행선대위원장단 간담회장,확인 필요,삶의질특별시 서울 선대위 시민동행선대위원장단 간담회,직능단체,간담회,offline,일반시민,manual_visual_review;address_review_required;직능단체;간담회;종로구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0503.jpg
OH_0029,오세훈,2026-05-03,일,D-31,14:00,금천구,금천구 필승결의대회장,확인 필요,금천구 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;금천구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0503.jpg
OH_0030,오세훈,2026-05-03,일,D-31,15:00,영등포구,영등포구 필승결의대회장,확인 필요,영등포구 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;영등포구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0503.jpg
OH_0031,오세훈,2026-05-03,일,D-31,16:10,종로구,종로구 필승결의대회장,확인 필요,종로구 필승결의대회,직능단체,정당행사,offline,일반시민,manual_visual_review;address_review_required;직능단체;정당행사;종로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0503.jpg
OH_0032,오세훈,2026-05-04,월,D-30,08:30,,YTN-R,확인 필요,YTN-R 장성철의 뉴스명당,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;오전;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0504.jpg
OH_0033,오세훈,2026-05-04,월,D-30,11:30,영등포구,국회,확인 필요,이재명 대통령 공소취소 특별법 저지를 위한 범야권 수도권단체장 긴급면담,정책현장,정책협약,offline,일반시민,manual_visual_review;address_review_required;정책현장;정책협약;영등포구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0504.jpg
OH_0034,오세훈,2026-05-04,월,D-30,14:00,구로구,온수역,확인 필요,온수역 역세권 활성화사업 현장 간담회,정책현장,현장방문,offline,직장인,manual_visual_review;address_review_required;정책현장;현장방문;구로구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0504.jpg
OH_0035,오세훈,2026-05-04,월,D-30,16:30,,KBS1,확인 필요,KBS1 사사건건,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;오후;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0504.jpg
OH_0036,오세훈,2026-05-05,화,D-29,09:20,중구,서울가족플라자,확인 필요,어린이 공약발표와 아이행복투어,정책현장,공약발표,offline,일반시민,manual_visual_review;address_review_required;정책현장;공약발표;중구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0505.jpg
OH_0037,오세훈,2026-05-05,화,D-29,11:00,영등포구,국회,확인 필요,국민의힘 공약단체장 후보 긴급 기자회견,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;영등포구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0505.jpg
OH_0038,오세훈,2026-05-05,화,D-29,13:30,중구,서울광장,확인 필요,아이행복투어 책임있는 서울광장,공원,행사참석,offline,일반시민,manual_visual_review;address_review_required;공원;행사참석;중구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0505.jpg
OH_0039,오세훈,2026-05-05,화,D-29,14:30,중구,DDP,확인 필요,아이행복투어 어린이 디자인 페스티벌,정책현장,행사참석,offline,일반시민,manual_visual_review;address_review_required;정책현장;행사참석;중구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0505.jpg
OH_0040,오세훈,2026-05-05,화,D-29,15:40,서초구,예술의전당,확인 필요,아이행복투어 서울스프링페스티벌,공원,행사참석,offline,일반시민,manual_visual_review;address_review_required;공원;행사참석;서초구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0505.jpg
OH_0041,오세훈,2026-05-06,수,D-28,06:40,성동구,마장동축산물시장,확인 필요,마장동축산물시장 현장방문,전통시장,지역상권방문,offline,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;성동구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0506.jpg
OH_0042,오세훈,2026-05-06,수,D-28,10:30,중구,장충체육관,확인 필요,대한노인회 서울시연합회 어버이날 기념행사,복지시설,행사참석,offline,어르신,manual_visual_review;address_review_required;복지시설;행사참석;중구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0506.jpg
OH_0043,오세훈,2026-05-06,수,D-28,13:30,영등포구,국회,확인 필요,부동산지옥 시민대책회의 출정 기자회견,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;영등포구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0506.jpg
OH_0044,오세훈,2026-05-06,수,D-28,14:30,성동구,대림창고,확인 필요,부동산지옥 시민대책회의 1차회의 성동구편,정책현장,간담회,offline,일반시민,manual_visual_review;address_review_required;정책현장;간담회;성동구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0506.jpg
OH_0045,오세훈,2026-05-07,목,D-27,07:30,,불교방송 라디오,확인 필요,불교방송 라디오 금태섭의 아침저널,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;오전;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0507.jpg
OH_0046,오세훈,2026-05-07,목,D-27,08:30,중구,뉴스1 미래포럼,확인 필요,2026 뉴스1 미래포럼,정책현장,토론회,offline,일반시민,manual_visual_review;address_review_required;정책현장;토론회;중구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0507.jpg
OH_0047,오세훈,2026-05-07,목,D-27,10:00,영등포구,대림1구역 재개발 현장,확인 필요,영등포구 대림1구역 재개발 현장,재개발/도시개발현장,현장방문,offline,직장인;지역주민,manual_visual_review;address_review_required;재개발;도시개발현장;현장방문;영등포구;오전;재개발/도시개발현장,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0507.jpg
OH_0048,오세훈,2026-05-07,목,D-27,12:30,,YTN 뉴스NOW,확인 필요,YTN 뉴스NOW 출연,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;오후;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0507.jpg
OH_0049,오세훈,2026-05-07,목,D-27,14:00,광진구,부동산지옥 시민대책회의장,확인 필요,부동산지옥 2차 시민대책회의 기자회견 광진구,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;광진구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0507.jpg
OH_0050,오세훈,2026-05-07,목,D-27,15:00,광진구,구의2동 주택재개발 후보지,확인 필요,압도적 주택공급 구의2동 주택재개발사업 후보지 방문,재개발/도시개발현장,현장방문,offline,지역주민,manual_visual_review;address_review_required;재개발;도시개발현장;현장방문;광진구;오후;재개발/도시개발현장,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0507.jpg
OH_0051,오세훈,2026-05-08,금,D-26,09:10,서초구,돌봄 공약 발표 현장,확인 필요,아이와 부모 어르신까지 안심하는 서울 돌봄 공약 발표,정책현장,공약발표,offline,어르신,manual_visual_review;address_review_required;정책현장;공약발표;서초구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0508.jpg
OH_0052,오세훈,2026-05-08,금,D-26,10:30,중구,서울장애인종합복지관,확인 필요,서울장복 노인종합복지관 어버이날 기념식,복지시설,행사참석,offline,어르신,manual_visual_review;address_review_required;복지시설;행사참석;중구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0508.jpg
OH_0053,오세훈,2026-05-08,금,D-26,14:00,서대문구,가좌역광장,확인 필요,서대문구 어버이날 기념행사,공원,행사참석,offline,직장인,manual_visual_review;address_review_required;공원;행사참석;서대문구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0508.jpg
OH_0054,오세훈,2026-05-08,금,D-26,16:00,영등포구,서울시사회복지사협회,확인 필요,서울시사회복지사협회 정책간담회,복지시설,간담회,offline,어르신,manual_visual_review;address_review_required;복지시설;간담회;영등포구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0508.jpg
OH_0055,오세훈,2026-05-08,금,D-26,18:00,,CBS라디오,확인 필요,CBS라디오 박재홍의 한판승부,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;저녁;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0508.jpg
OH_0056,오세훈,2026-05-09,토,D-25,10:00,종로구,점핑업 캠프,확인 필요,공약발표 4050 맞춤형 종합지원,정책현장,공약발표,offline,일반시민,manual_visual_review;address_review_required;정책현장;공약발표;종로구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0509.jpg
OH_0057,오세훈,2026-05-09,토,D-25,11:00,종로구,점핑업 캠프,확인 필요,부동산지옥 지지를 위한 서울시장후보 구청장후보 연석회의,캠프/정당,간담회,offline,상인,manual_visual_review;address_review_required;캠프;정당;간담회;종로구;오전;캠프/정당,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0509.jpg
OH_0058,오세훈,2026-05-09,토,D-25,15:00,동대문구,청량리 경동시장 일대,확인 필요,오세훈과 함께 걸어요 청량리 경동시장 일대,전통시장,지역상권방문,offline,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;동대문구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0509.jpg
OH_0059,오세훈,2026-05-10,일,D-24,11:00,종로구,점핑업 캠프,확인 필요,교통공약 발표 이동의 답답함을 풀어내는 서울 교통 대전환,정책현장,공약발표,offline,직장인,manual_visual_review;address_review_required;정책현장;공약발표;종로구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0510.jpg
OH_0060,오세훈,2026-05-10,일,D-24,12:00,성동구,문화복합공간,확인 필요,오세훈이 응원합니다 청년창업가,정책현장,간담회,offline,청년,manual_visual_review;address_review_required;정책현장;간담회;성동구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0510.jpg
OH_0061,오세훈,2026-05-11,월,D-23,11:00,중구,MBN미디어센터,확인 필요,한국방송기자클럽 초청 토론회,방송/언론,토론회,hybrid,일반시민,manual_visual_review;address_review_required;방송;언론;토론회;중구;오전;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0511.jpg
OH_0062,오세훈,2026-05-11,월,D-23,14:20,구로구,고척1동 이동약자 현장,확인 필요,고지대 이동약자 현장 방문,정책현장,현장방문,offline,일반시민,manual_visual_review;address_review_required;정책현장;현장방문;구로구;오후,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0511.jpg
OH_0063,오세훈,2026-05-11,월,D-23,15:00,구로구,부동산지옥 시민대책회의장,확인 필요,부동산지옥 시민대책회의 기자회견 구로구,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;구로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0511.jpg
OH_0064,오세훈,2026-05-11,월,D-23,16:30,종로구,점핑업 캠프,확인 필요,한국도시방재학회 정책간담회,직능단체,간담회,offline,일반시민,manual_visual_review;address_review_required;직능단체;간담회;종로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0511.jpg
OH_0065,오세훈,2026-05-12,화,D-22,10:00,종로구,광화문광장 감사의정원,확인 필요,감사의 정원 준공식,공원,행사참석,offline,일반시민,manual_visual_review;address_review_required;공원;행사참석;종로구;오전,3,오프라인 방문이며 장소명과 지역 맥락이 있어 장소 추천 정답으로 적합함,True,True,오세훈0512.jpg
OH_0066,오세훈,2026-05-12,화,D-22,11:30,영등포구,국회의원회관,확인 필요,서울시당 선대위 발대식 및 서울시장 선대위 후보 연석회의,캠프/정당,정당행사,offline,상인,manual_visual_review;address_review_required;캠프;정당;정당행사;영등포구;오전;캠프/정당,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0512.jpg
OH_0067,오세훈,2026-05-12,화,D-22,14:00,중구,서울시청,확인 필요,약자와의 동행 공약발표,정책현장,공약발표,offline,일반시민,manual_visual_review;address_review_required;정책현장;공약발표;중구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0512.jpg
OH_0068,오세훈,2026-05-12,화,D-22,16:00,종로구,점핑업 캠프,확인 필요,서울비대위 정책간담회,직능단체,간담회,offline,일반시민,manual_visual_review;address_review_required;직능단체;간담회;종로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0512.jpg
OH_0069,오세훈,2026-05-13,수,D-21,07:35,,SBS라디오,확인 필요,SBS 라디오 김태현의 정치쇼,방송/언론,방송출연,online,일반시민,manual_visual_review;address_review_required;방송;언론;방송출연;오전;방송/언론,1,장소 추천보다 메시지 또는 미디어 노출 평가에 가까운 일정임,False,True,오세훈0513.jpg
OH_0070,오세훈,2026-05-13,수,D-21,10:00,종로구,점핑업 캠프,확인 필요,소상공인 공약발표,정책현장,공약발표,offline,상인,manual_visual_review;address_review_required;정책현장;공약발표;종로구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0513.jpg
OH_0071,오세훈,2026-05-13,수,D-21,11:00,종로구,조계종 총무원,확인 필요,조계종 총무원장 예방,종교시설,종교행사,offline,일반시민,manual_visual_review;address_review_required;종교시설;종교행사;종로구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0513.jpg
OH_0072,오세훈,2026-05-13,수,D-21,13:00,강동구,부동산지옥 시민대책회의장,확인 필요,부동산지옥 시민대책회의 기자회견 강동구,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;강동구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0513.jpg
OH_0073,오세훈,2026-05-13,수,D-21,15:30,종로구,점핑업 캠프,확인 필요,서울특별시 소상공인연합회 정책간담회,직능단체,간담회,offline,상인,manual_visual_review;address_review_required;직능단체;간담회;종로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0513.jpg
OH_0074,오세훈,2026-05-14,목,D-20,09:30,중구,서울시청 신청사,확인 필요,6.3 지방선거 대국민 호소 기자회견,정책현장,기자회견,offline,일반시민,manual_visual_review;address_review_required;정책현장;기자회견;중구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0514.jpg
OH_0075,오세훈,2026-05-14,목,D-20,11:00,종로구,점핑업 캠프,확인 필요,우종민 전 국회의원 접견,캠프/정당,내부/정당행사,offline,일반시민,manual_visual_review;address_review_required;캠프;정당;내부;정당행사;종로구;오전;캠프/정당;내부/정당행사,0,장소 정보가 부족하거나 온라인/내부 일정으로 장소 추천 평가에서 제외함,False,False,오세훈0514.jpg
OH_0076,오세훈,2026-05-14,목,D-20,14:00,중구,한국프레스센터,확인 필요,서울시장 후보 초청 한국신문방송편집인협회 포럼,방송/언론,토론회,offline,상인,manual_visual_review;address_review_required;방송;언론;토론회;중구;오후;방송/언론,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0514.jpg
OH_0077,오세훈,2026-05-14,목,D-20,16:40,중구,주거시장 정책간담회장,확인 필요,서울시장 후보자 주거시장 정책간담회,정책현장,간담회,offline,상인;지역주민,manual_visual_review;address_review_required;정책현장;간담회;중구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0514.jpg
OH_0078,오세훈,2026-05-14,목,D-20,17:30,종로구,점핑업 캠프,확인 필요,서울특별시 어린이집연합회 정책간담회,직능단체,간담회,offline,일반시민,manual_visual_review;address_review_required;직능단체;간담회;종로구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0514.jpg
OH_0079,오세훈,2026-05-15,금,D-19,09:00,영등포구,한국노총 서울지역본부,확인 필요,한국노총 서울지역본부 정책간담회,노동현장,간담회,offline,노동자;직장인,manual_visual_review;address_review_required;노동현장;간담회;영등포구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0515.jpg
OH_0080,오세훈,2026-05-15,금,D-19,10:00,중구,청계천,확인 필요,이명박 전 대통령 청계천 환담,정책현장,현장방문,offline,일반시민,manual_visual_review;address_review_required;정책현장;현장방문;중구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0515.jpg
OH_0081,오세훈,2026-05-15,금,D-19,11:00,중구,문화공약 발표 현장,확인 필요,문화공약 발표 및 서울문화예술상징위원회 출범식,정책현장,공약발표,offline,일반시민,manual_visual_review;address_review_required;정책현장;공약발표;중구;오전,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0515.jpg
OH_0082,오세훈,2026-05-15,금,D-19,14:00,송파구,부동산지옥 시민대책회의장,확인 필요,부동산지옥 시민대책회의 송파구,정책현장,간담회,offline,일반시민,manual_visual_review;address_review_required;정책현장;간담회;송파구;오후,2,장소 의미는 있으나 직접 유세 장소성은 보조적인 일정임,True,True,오세훈0515.jpg
